Borehole ID,Place name,Geographic location,Site type,Data Source,Data DOI,Science Source,Science DOI,Date,Longitude [°E],Latitude [°N],Location Source,Depth of top measurement [m],Depth of bottom measurement [m],Ice thickness [m],Coverage [% of thickness],Ice thickness source,Note
Isunnguata_33km_14SA,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2015,-49.57001,67.18108,10.18739/A24746S04,72.0,672,674,89,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_14SB,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2015,-49.56972,67.18104,10.18739/A24746S04,496.0,676,677,27,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_14W,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2015,-49.57238,67.18209,10.18739/A24746S04,40.0,660,661,94,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_15CA,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2016,-49.5695,67.1821,10.18739/A24746S04,46.0,666,671,92,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_15CB,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2016,-49.56949,67.18201,10.18739/A24746S04,370.0,670,675,44,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_15E,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2016,-49.56403,67.18187,10.18739/A24746S04,40.0,660,665,93,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_15N,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2016,-49.56691,67.18312,10.18739/A24746S04,15.0,635,640,97,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_33km_15S,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper. 2017. Ice temperatures measured in a grid of boreholes, Western Greenland, 2014-2016. Arctic Data Center. doi:10.18739/A24746S04.",10.18739/A24746S04,"Hills, Benjamin H., Joel T. Harper, Neil F. Humphrey, and Toby W. Meierbachtol. ""Measured horizontal temperature gradients constrain heat transfer mechanisms in Greenland ice."" Geophysical Research Letters 44, no. 19 (2017): 9778-9785.",10.1002/2017GL074917,2016,-49.56666,67.18094,10.18739/A24746S04,52.0,672,677,92,10.18739/A24746S04,"See also McDowell, I. E., Humphrey, N. F., Harper, J. T., and Meierbachtol, T. W.: The cooling signature of basal crevasses in a hard-bedded region of the Greenland Ice Sheet, The Cryosphere, 15, 897–907, https://doi.org/10.5194/tc-15-897-2021, 2021."
Isunnguata_46km-11A,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper and Toby Meierbachtol. 2021. Western Greenland Ice Sheet ice temperature profiles, 2010-2012. Arctic Data Center",10.18739/A2QV3C51Q,"Harrington, Joel A., Humphrey, Neil F., Harper, Joel T.: Temperature distribution and thermal anomalies along a flowline of the Greenland ice sheet , Annals of Glaciology 56(70), 98–104, 2015 ",10.3189/2015AoG70A948,2011,-49.2888,67.20143,T. Meierbachtol email,1.0,799,821,97,T. Meierbachtol email,See data in M1-10 folder; Harrington 2015 name: S5-A
Isunnguata_46km-11B,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper and Toby Meierbachtol. 2021. Western Greenland Ice Sheet ice temperature profiles, 2010-2012. Arctic Data Center",10.18739/A2QV3C51Q,"Harrington, Joel A., Humphrey, Neil F., Harper, Joel T.: Temperature distribution and thermal anomalies along a flowline of the Greenland ice sheet , Annals of Glaciology 56(70), 98–104, 2015 ",10.3189/2015AoG70A949,2011,-49.2891,67.20134,T. Meierbachtol email,114.0,728,815,75,T. Meierbachtol email,See data in M1-10 folder; Harrington 2015 name: S5-B
Isunnguata_M1-10,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper and Toby Meierbachtol. 2021. Western Greenland Ice Sheet ice temperature profiles, 2010-2012. Arctic Data Center",10.18739/A2QV3C51Q,"Harrington, Joel A., Humphrey, Neil F., Harper, Joel T.: Temperature distribution and thermal anomalies along a flowline of the Greenland ice sheet , Annals of Glaciology 56(70), 98–104, 2015 ",10.3189/2015AoG70A939,2010,-50.06427,67.16221,T. Meierbachtol email,10.0,90,99,81,T. Meierbachtol email,See data in M1-10 folder; Harrington 2015 name: S1-A
Isunnguata_M2-10B,Isunnguata Sermia,Central West Greenland,Ice sheet,"Joel Harper and Toby Meierbachtol. 2021. Western Greenland Ice Sheet ice temperature profiles, 2010-2012. Arctic Data Center",10.18739/A2QV3C51Q,"Harrington, Joel A., Humphrey, Neil F., Harper, Joel T.: Temperature distribution and thermal anomalies along a flowline of the Greenland ice sheet , Annals of Glaciology 56(70), 98–104, 2015 ",10.3189/2015AoG70A940,2010,-50.06633,67.16704,T. Meierbachtol email,6.0,131,146,86,T. Meierbachtol email,See data in M1-10 folder; Harrington 2015 name: S1-B
Jakobshavn89A,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Iken, A., Echelmeyer, Κ., Harrison, W., Funk, M.: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part I. Measurements of temperature and water level in deep boreholes , Journal of Glaciology 39(131), Cambridge University Press (CUP), 15–25, 1993 ",10.3189/S0022143000015689,1989,-48.763,69.169,10.5194/essd-14-2209-2022,2.0,1535,1540,100,"Iken, 1993",
Jakobshavn89B,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Iken, A., Echelmeyer, Κ., Harrison, W., Funk, M.: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part I. Measurements of temperature and water level in deep boreholes , Journal of Glaciology 39(131), Cambridge University Press (CUP), 15–25, 1993 ",10.3189/S0022143000015689,1989,-48.77,69.186,Estimated here.,2.0,1560,2520,62,"Iken, 1993",
Jakobshavn95D_I1,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Lüthi, Martin, Funk, Martin, Iken, Almut, Gogineni, Shivaprasad, Truffer, Martin: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part III. Measurements of ice deformation, temperature and cross-borehole conductivity in boreholes to the bedrock, Journal of Glaciology 48(162), 369–385, 2002 ",10.3189/172756502781831322,1995,-48.6869,69.235,10.3189/172756502781831322,344.0,829,832,58,See science reference,
Jakobshavn95D_I2,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Lüthi, Martin, Funk, Martin, Iken, Almut, Gogineni, Shivaprasad, Truffer, Martin: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part III. Measurements of ice deformation, temperature and cross-borehole conductivity in boreholes to the bedrock, Journal of Glaciology 48(162), 369–385, 2002 ",10.3189/172756502781831322,1995,-48.6869,69.235,10.3189/172756502781831322,258.0,832,832,69,See science reference,
Jakobshavn95D_T3,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Lüthi, Martin, Funk, Martin, Iken, Almut, Gogineni, Shivaprasad, Truffer, Martin: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part III. Measurements of ice deformation, temperature and cross-borehole conductivity in boreholes to the bedrock, Journal of Glaciology 48(162), 369–385, 2002 ",10.3189/172756502781831322,1995,-48.6869,69.235,10.3189/172756502781831322,20.0,300,832,34,See science reference,
Jakobshavn95D_T4,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Lüthi, Martin, Funk, Martin, Iken, Almut, Gogineni, Shivaprasad, Truffer, Martin: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part III. Measurements of ice deformation, temperature and cross-borehole conductivity in boreholes to the bedrock, Journal of Glaciology 48(162), 369–385, 2002 ",10.3189/172756502781831322,1995,-48.6869,69.235,10.3189/172756502781831322,450.0,600,832,18,See science reference,
Jakobshavn95D_T5,Jakobshavn Isbræ,Central West Greenland,Ice sheet,Lüthi email,,"Lüthi, Martin, Funk, Martin, Iken, Almut, Gogineni, Shivaprasad, Truffer, Martin: Mechanisms of fast flow in Jakobshavns Isbræ, West Greenland: Part III. Measurements of ice deformation, temperature and cross-borehole conductivity in boreholes to the bedrock, Journal of Glaciology 48(162), 369–385, 2002 ",10.3189/172756502781831322,1995,-48.6869,69.235,10.3189/172756502781831322,650.0,809,832,19,See science reference,
Laika_75a,Laika Ice Cap,Canadian Arctic North,Ice cap,Graphic in science source,,"Blatter, Heinz, Kappenberger, Giovanni: Mass Balance and Thermal Regime of Laika Ice Cap, Coburg Island, N.W.T., Canada , Journal of Glaciology 34(116), International Glaciological Society, 102–110, 1988",10.3189/s0022143000009126,1975-08,-79.1119,75.8979,10.3189/s0022143000009126,10.0,61,72,71,See science reference,"Temperature, location, and thickness digitized by M. Jacquemart"
Laika_75b,Laika Ice Cap,Canadian Arctic North,Ice cap,Graphic in science source,,"Blatter, Heinz, Kappenberger, Giovanni: Mass Balance and Thermal Regime of Laika Ice Cap, Coburg Island, N.W.T., Canada , Journal of Glaciology 34(116), International Glaciological Society, 102–110, 1988",10.3189/s0022143000009126,1975-08,-79.1291,75.8968,10.3189/s0022143000009126,11.0,88,90,86,See science reference,"Temperature, location, and thickness digitized by M. Jacquemart"
Laika_75c,Laika Ice Cap,Canadian Arctic North,Ice cap,Graphic in science source,,"Blatter, Heinz, Kappenberger, Giovanni: Mass Balance and Thermal Regime of Laika Ice Cap, Coburg Island, N.W.T., Canada , Journal of Glaciology 34(116), International Glaciological Society, 102–110, 1988",10.3189/s0022143000009126,1975-08,-79.1445,75.8953,10.3189/s0022143000009126,10.0,76,108,61,See science reference,"Temperature, location, and thickness digitized by M. Jacquemart"
Laika_75d,Laika Ice Cap,Canadian Arctic North,Ice cap,Graphic in science source,,"Blatter, Heinz, Kappenberger, Giovanni: Mass Balance and Thermal Regime of Laika Ice Cap, Coburg Island, N.W.T., Canada , Journal of Glaciology 34(116), International Glaciological Society, 102–110, 1988",10.3189/s0022143000009126,1975-08,-79.1633,75.8896,10.3189/s0022143000009126,12.0,43,99,31,See science reference,"Temperature, location, and thickness digitized by M. Jacquemart"
Laika_75e,Laika Ice Cap,Canadian Arctic North,Ice cap,Graphic in science source,,"Blatter, Heinz, Kappenberger, Giovanni: Mass Balance and Thermal Regime of Laika Ice Cap, Coburg Island, N.W.T., Canada , Journal of Glaciology 34(116), International Glaciological Society, 102–110, 1988",10.3189/s0022143000009126,1975-08,-79.1801,75.8817,10.3189/s0022143000009126,9.0,39,50,60,See science reference,"Temperature, location, and thickness digitized by M. Jacquemart"
Meighen67,Meighen Ice Cap,Canadian Arctic North,Ice cap,Graphic in science source,,"Paterson, W. S. B.: A temperature profile through the Meighen ice cap, Arctic Canada , International Association of Scientific Hydrology 79, 440–449, 1968 ",,1965,-99.1,79.9,See data source,1.0,121,121,99,See data source,Location from Geothermal Database
NEEM,NEEM,Northwest Greenland,Ice sheet,Clow email,,"Rasmussen, S., P. Abbott, T. Blunier et al. 2013. A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past. 9: 2713-2730.",10.5194/cp-9-2713-2013,2011-05-27,-51.06,77.45,"Dahl-Jensen, D., Albert, Mary R., Aldahan, A., Azuma, N., Balslev-Clausen, D., Baumgartner, M., Berggren, A. -M., Bigler, M., Binder, T., Blunier, T., Bourgeois, J. C., Brook, E. J., Buchardt, S. L., Buizert, C., Capron, E., Chappellaz, J., Chung, J., Clausen, H. B., Cvijanovic, I., Davies, S. M., Ditlevsen, P., Eicher, O., Fischer, H., Fisher, D. A., Fleet, L. G., Gfeller, G., Gkinis, V., Gogineni, S., Goto-Azuma, K., Grinsted, A., Gudlaugsdottir, H., Guillevic, M., Hansen, S. B., Hansson, M., Hirabayashi, M., Hong, S., Hur, S. D., Huybrechts, Philippe, Hvidberg, C. S., Iizuka, Y., Jenk, T., Johnsen, S. J., Jones, T. R., Jouzel, J., Karlsson, N. B., Kawamura, K., Keegan, K., Kettner, E., Kipfstuhl, S., Kjær, H. A., Koutnik, M., Kuramoto, T., Koehler, P., Laepple, T., Landais, A., Langen, P. L., Larsen, L. B., Leuenberger, D., Leuenberger, M., Leuschen, C., Li, J., Lipenkov, V., Martinerie, P., Maselli, O. J., Masson-Delmotte, V., McConnell, J. R., Miller, H., Mini, O., Miyamoto, A., Montagnat-Rentier, M., Mulvaney, R., Muscheler, Raimund, Orsi, A. J., Paden, J., Panton, C., Pattyn, F., Petit, J. -R., Pol, K., Popp, T., Possnert, G., Prie, F., Prokopiou, M., Quiquet, A., Rasmussen, S. O., Raynaud, D., Ren, J., Reutenauer, C., Ritz, C., Rockmann, T., Rosen, J. L., Rubino, M., Rybak, O., Samyn, D., Sapart, C. J., Schilt, A., Schmidt, A. M. Z., Schwander, J., Schuepbach, S., Seierstad, I., Severinghaus, J. P., Sheldon, S., Simonsen, S. B., Sjolte, Jesper, Solgaard, A. M., Sowers, T., Sperlich, P., Steen-Larsen, H. C., Steffen, K., Steffensen, J. P., Steinhage, D., Stocker, T. F., Stowasser, C., Sturevik, A. S., Sturges, W. T., Sveinbjornsdottir, A., Svensson, A., Tison, J. -L., Uetake, J., Vallelonga, P., van de Wal, R. S. W., van der Wel, G., Vaughn, B. H., Vinther, B., Waddington, E., Wegner, A., Weikusat, I., White, J. W. C., Wilhelms, F., Winstrup, M., Witrant, E., Wolff, E. W., Xiao, C., Zheng, J.: Eemian interglacial reconstructed from a Greenland folded ice core , Nature 493(7433), Nature Publishing Group, 489–494, 2013 ",81.0,2535,2535,97,G. Clow email,
NGRIP,NGRIP,Central Greenland,Ice sheet,Clow email,,"Buchardt, S. and D. Dahl-Jensen. 2007. Estimating the basal melt rate at NorthGRIP using a Monte Carlo technique. Annals of Glaciology. 45: 137-142. ",10.3189/172756407782282435,2003,-42.32,75.1,"Vinther, 2008",82.0,2992,3085,94,See data source email,
Penny96,Penny Ice Cap,Canadian Arctic South,Ice cap,Zdanowicz email,,"Fisher, D., R. Koerner, J. Bourgeois et al. 1998. Penny Ice Cap Cores, Baffin Island, Canada, and the Wisconsinan Foxe Dome Connection: Two States of Hudson Bay Ice Cover. Science. 279: 692-695. ",10.1126/science.279.5351.692,1996,-65.2,67.3,10.5194/essd-14-2209-2022,10.0,176,176,94,Data file + WIC email (see also Fisher 1998),
PrinceWales05,Prince of Wales Ice Cap,Canadian Arctic North,Ice cap,Zdanowicz email,,"Kinnard, C., R. Koerner, C. Zdanowicz et al. 2008. Stratigraphic analysis of an ice core from the Prince of Wales Icefield, Ellesmere Island, Arctic Canada, using digital image analysis: High‐resolution density, past summer warmth reconstruction, and melt effect on ice core solid conductivity. Journal of Geophysical Research. 113: D24120. ",10.1029/2008JD011083,2005-05-15,-80.395,78.3897,10.5194/essd-14-2209-2022,10.0,176,176,94,W. Colgan email,
Renland88,Renland Ice Cap,Central East Greenland,Ice cap,Vinther email,,"Hansson, M. 1994. The Renland ice core. A Northern Hemisphere record of aerosol composition over 120,000 years. Tellus B. 46: 390-418.",10.3402/tellusb.v46i5.15813,1988,-26.768,71.306,Email and Vinther (2008),15.0,300,324,88,"Vinther, B. M., Clausen, H. B., Fisher, D. A., Koerner, R. M., Johnsen, S. J., Andersen, K. K., Dahl-Jensen, D., Rasmussen, S. O., Steffensen, J. P., Svensson, A. M.: Synchronizing ice cores from the Renland and Agassiz ice caps to the Greenland Ice Core Chronology , Journal of Geophysical Research 113(D8), American Geophysical Union (AGU), 4 2008 ",
SiteII,Site II,Northwest Greenland,Ice sheet,Graphic in science source,,"Hansen, B. and J. Landauer. 1958. Some results of ice cap drill hole measurements. IASH Publication. 47: 313-317.",,1958-06-25,-56.07,76.98,10.5194/essd-14-2209-2022,16.0,410,1851,21,BedMachine_V3,
StationCentrale,Station Centrale,Northwest Greenland,Ice sheet,Table in science source,,"Heuberger, J.-C. 1954. Expéditions Polaires Françaises: Missions Paul-Emil Victor. Glaciologie Groenland Volume 1: Forages sur l'inlandsis. Hermann & Cle, Éditeurs. Paris.",,1950,-40.63,70.92,https://en.wikipedia.org/wiki/List_of_ice_cores#Greenland,10.0,150,3037,5,BedMachine_V3,
Store_R29,Store Glacier,Central West Greenland,Ice sheet,"Hubbard, Bryn; Christoffersen, Poul; Doyle, Samuel; Chudley, Thomas; Schoonman, Charlotte; Law, Robert; et al. (2020): Supporting data for 'Borehole-based characterization of deep crevasses at a Greenlandic outlet glacier' published in AGU Advances. figshare. Dataset. https://doi.org/10.6084/m9.figshare.13400072.v1",10.6084/m9.figshare.13400072.v2,"Hubbard, B., Christoffersen, P., Doyle, S. H., Chudley, T. R., Bougamont, M. H., Law, R., & Schoonman, C. (2020). Borehole-based characterization of deep crevasses at a Greenlandic outlet glacier.",10.1029/2020AV000291,2018-08,-50.05894,70.56359,S. Doyle email,27.0,949,949,97,See science reference,Note: Temperature measured in immediately adjacent Boreholes 18b and 18d.
Store_R30_BH19c,Store Glacier,Central West Greenland,Ice sheet,Law email,,"Law, Robert, Poul Christoffersen, Bryn Hubbard, Samuel H. Doyle, Thomas R. Chudley, Charlotte M. Schoonman, Marion Bougamont et al. ""Thermodynamics of a fast-moving Greenlandic outlet glacier revealed by fiber-optic distributed temperature sensing."" Science Advances 7, no. 20 (2021): eabe7136.",10.1126/sciadv.abe7136,2019-08-13,-50.09,70.57,"Law, 2021",0.09,1044,1044,100,Law (2021),"See also: 10.5285/ecf81955-b829-4f91-ae90-b9bc947f8c60 (Note, both fibre optic DTS and thermistor data are presented in Law et al. (2021))"
Store_S30,Store Glacier,Central West Greenland,Ice sheet,"Doyle, S., B. Hubbard, P. Christoffersen, T. Young, C. Hofstede, M. Bougamont et al. (2018): SAFIRE borehole, AWS and GPS datasets. ",10.6084/m9.figshare.5745294.v1,"Doyle, S.H., Hubbard, B., Christoffersen, P., Young, T. J., Hofstede, C., Bougamont, M., Box, J. E. & Hubbard, A. 2018. Physical conditions of fast glacier flow: 1. Measurements from boreholes drilled to the bed of Store Glacier, West Greenland, Journal of Geophysical Research: Earth Surface, DOI: 10.1002/2017JF004529.",10.1002/2017JF004529,2014,-49.9167,70.5167,"Doyle, 2018",102.0,604,606,83,Doyle (2018),
TD1_88,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1988-05-19,-50.13,69.45,10.5194/essd-14-2209-2022,50.0,300,300,83,Unknown PDF: Shallow88II.pdf,
TD2_88,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1988-05-19,-50.1,69.45,10.5194/essd-14-2209-2022,27.0,202,470,37,Unknown PDF: See td1,
TD3_88,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1988-08-18,-50.0,69.48,10.5194/essd-14-2209-2022,20.0,350,350,94,Unknown PDF: See td1. Also Phillips (2010),
TD4_91a,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1991-11-05,-49.68,69.53,10.5194/essd-14-2209-2022,5.0,495,660,74,Estimate from Martin Luthi,
TD4_91b,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1991-08-28,-49.68,69.53,10.5194/essd-14-2209-2022,3.0,493,660,74,Estimate from Martin Luthi,
TD5_90,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1990-06-09,-49.3,69.57,10.5194/essd-14-2209-2022,5.0,600,1223,49,BedMachine_V3,
TD5_91,Paakitsoq,Central West Greenland,Ice sheet,Lüthi email,,"Thomsen, H.H., O.B. Olesen, R.J. Braithwaite, and C.E. Bøggild. 1991. Ice drilling and mass balance at Pakitsoq, Jakobshavn, central West Greenland. Rapport Grønlands Geologiske Undersøgelse, 152, 80–84. ",10.34194/rapggu.v152.8160,1991-05-25,-49.3,69.57,10.5194/essd-14-2209-2022,5.0,600,1223,49,BedMachine_V3,
Tuto_D-11,Tuto Ramp,Northwest Greenland,Ice sheet,Graphic in science source,,"Davis, RM: Approach roads, Greenland 1960–1964 , Technical Report 133. Corps of Engineers, Cold Regions Research & Engineering Laboratory , 1967 ",,1962-08-15,-68.2873,76.4113,10.5194/essd-14-2209-2022,0.0,48,48,100,See data source,
