d,t
665.0,-31.3841
670.0,-31.3874
675.0,-31.3886
680.0,-31.3931
685.0,-31.3954
690.0,-31.3999
695.0,-31.4023
700.0,-31.4059
705.0,-31.4098
710.0,-31.4117
715.0,-31.4164
720.0,-31.4196
725.0,-31.4245
730.0,-31.4285
735.0,-31.4322
740.0,-31.437
745.0,-31.4415
750.0,-31.4453
755.0,-31.4514
760.0,-31.4561
765.0,-31.4592
770.0,-31.4661
775.0,-31.4708
780.0,-31.4759
785.0,-31.4807
790.0,-31.4874
795.0,-31.4917
800.0,-31.4974
805.0,-31.5035
810.0,-31.5083
815.0,-31.5154
820.0,-31.5204
825.0,-31.5271
830.0,-31.5328
835.0,-31.5395
840.0,-31.5456
845.0,-31.553
850.0,-31.5596
855.0,-31.5642
860.0,-31.5734
865.0,-31.5794
870.0,-31.5864
875.0,-31.5929
880.0,-31.6012
885.0,-31.6076
890.0,-31.6156
895.0,-31.6206
900.0,-31.6298
905.0,-31.6379
910.0,-31.6431
915.0,-31.6536
920.0,-31.6616
925.0,-31.667
930.0,-31.6753
935.0,-31.6846
940.0,-31.6914
945.0,-31.6993
950.0,-31.7082
955.0,-31.7163
960.0,-31.7266
965.0,-31.7318
970.0,-31.7353
975.0,-31.7421
980.0,-31.7498
985.0,-31.7579
990.0,-31.7656
995.0,-31.7742
1000.0,-31.7822
1005.0,-31.7907
1010.0,-31.7993
1015.0,-31.8089
1020.0,-31.8176
1025.0,-31.827
1030.0,-31.835
1035.0,-31.8452
1040.0,-31.8551
1045.0,-31.8631
1050.0,-31.8721
1055.0,-31.8805
1060.0,-31.8886
1065.0,-31.8995
1070.0,-31.9084
1075.0,-31.9164
1080.0,-31.9255
1085.0,-31.9337
1090.0,-31.9438
1095.0,-31.9535
1100.0,-31.9629
1105.0,-31.9719
1110.0,-31.9806
1115.0,-31.9893
1120.0,-31.9984
1125.0,-32.0076
1130.0,-32.0163
1135.0,-32.0248
1140.0,-32.0348
1145.0,-32.043
1150.0,-32.0524
1155.0,-32.0608
1160.0,-32.0706
1165.0,-32.0787
1170.0,-32.0873
1175.0,-32.0962
1180.0,-32.1048
1185.0,-32.1134
1190.0,-32.1224
1195.0,-32.1308
1200.0,-32.1389
1205.0,-32.1472
1210.0,-32.1556
1215.0,-32.1635
1220.0,-32.1716
1225.0,-32.1788
1230.0,-32.1876
1235.0,-32.1953
1240.0,-32.2029
1245.0,-32.2104
1250.0,-32.2184
1255.0,-32.2254
1260.0,-32.2328
1265.0,-32.2402
1270.0,-32.2477
1275.0,-32.2541
1280.0,-32.2611
1285.0,-32.268
1290.0,-32.2743
1295.0,-32.2813
1300.0,-32.2871
1305.0,-32.2931
1310.0,-32.2996
1315.0,-32.3053
1320.0,-32.3111
1325.0,-32.317
1330.0,-32.3223
1335.0,-32.3275
1340.0,-32.3325
1345.0,-32.3374
1350.0,-32.3423
1355.0,-32.3469
1360.0,-32.351
1365.0,-32.3561
1370.0,-32.3592
1375.0,-32.363
1380.0,-32.3665
1385.0,-32.3698
1390.0,-32.3738
1395.0,-32.3759
1400.0,-32.3788
1405.0,-32.382
1410.0,-32.384
1415.0,-32.3855
1420.0,-32.3876
1425.0,-32.3896
1430.0,-32.3908
1435.0,-32.3915
1440.0,-32.3925
1445.0,-32.393
1450.0,-32.3933
1455.0,-32.3939
1460.0,-32.3932
1465.0,-32.3923
1470.0,-32.3924
1475.0,-32.3914
1480.0,-32.392
1485.0,-32.3918
1490.0,-32.3898
1495.0,-32.3873
1500.0,-32.3842
1505.0,-32.3816
1510.0,-32.379
1515.0,-32.375
1520.0,-32.3711
1525.0,-32.3668
1530.0,-32.3626
1535.0,-32.3576
1540.0,-32.3523
1545.0,-32.3467
1550.0,-32.3406
1555.0,-32.3345
1560.0,-32.3277
1565.0,-32.3207
1570.0,-32.3135
1575.0,-32.3052
1580.0,-32.2976
1585.0,-32.2889
1590.0,-32.2801
1595.0,-32.2707
1600.0,-32.2611
1605.0,-32.2509
1610.0,-32.24
1615.0,-32.23
1620.0,-32.2185
1625.0,-32.2061
1630.0,-32.1952
1635.0,-32.182
1640.0,-32.1689
1645.0,-32.1554
1650.0,-32.1416
1655.0,-32.1261
1660.0,-32.112
1665.0,-32.0972
1670.0,-32.0802
1675.0,-32.0645
1680.0,-32.0488
1685.0,-32.0313
1690.0,-32.0136
1695.0,-31.996
1700.0,-31.9766
1705.0,-31.9583
1710.0,-31.936
1715.0,-31.919
1720.0,-31.8996
1725.0,-31.8767
1730.0,-31.8575
1735.0,-31.834
1740.0,-31.8129
1745.0,-31.7894
1750.0,-31.7644
1755.0,-31.7408
1760.0,-31.7158
1765.0,-31.6932
1770.0,-31.6658
1775.0,-31.6409
1780.0,-31.6154
1785.0,-31.5895
1790.0,-31.5586
1795.0,-31.529
1800.0,-31.5044
1805.0,-31.4732
1810.0,-31.4447
1815.0,-31.4123
1820.0,-31.3779
1825.0,-31.3496
1830.0,-31.3186
1835.0,-31.2861
1840.0,-31.2544
1845.0,-31.2226
1850.0,-31.1883
1855.0,-31.1496
1860.0,-31.1168
1865.0,-31.0799
1870.0,-31.0464
1875.0,-31.0034
1880.0,-30.9708
1885.0,-30.9299
1890.0,-30.8943
1895.0,-30.8533
1900.0,-30.811
1905.0,-30.7719
1910.0,-30.7297
1915.0,-30.6902
1920.0,-30.651
1925.0,-30.6034
1930.0,-30.563
1935.0,-30.5171
1940.0,-30.4709
1945.0,-30.4283
1950.0,-30.3838
1955.0,-30.3349
1960.0,-30.2907
1965.0,-30.2439
1970.0,-30.1867
1975.0,-30.1436
1980.0,-30.0928
1985.0,-30.044
1990.0,-29.9991
1995.0,-29.9453
2000.0,-29.8878
2005.0,-29.8398
2010.0,-29.787
2015.0,-29.7311
2020.0,-29.6769
2025.0,-29.6279
2030.0,-29.5673
2035.0,-29.5086
2040.0,-29.4552
2045.0,-29.3988
2050.0,-29.3402
2055.0,-29.2774
2060.0,-29.2186
2065.0,-29.1637
2070.0,-29.0981
2075.0,-29.0404
2080.0,-28.9793
2085.0,-28.9143
2090.0,-28.8506
2095.0,-28.7861
2100.0,-28.726
2105.0,-28.66
2110.0,-28.5962
2115.0,-28.5329
2120.0,-28.4702
2125.0,-28.414
2130.0,-28.3317
2135.0,-28.2333
2140.0,-28.1873
2145.0,-28.1153
2150.0,-28.0476
2155.0,-27.9804
2160.0,-27.9093
2165.0,-27.8372
2170.0,-27.7629
2175.0,-27.6903
2180.0,-27.6229
2185.0,-27.5503
2190.0,-27.4609
2195.0,-27.3977
2200.0,-27.288
2205.0,-27.2298
2210.0,-27.1602
2215.0,-27.0774
2220.0,-26.9991
2225.0,-26.9322
2230.0,-26.8459
2235.0,-26.763
2240.0,-26.6884
2245.0,-26.6061
2250.0,-26.5441
2255.0,-26.4178
2260.0,-26.3486
2265.0,-26.265
2270.0,-26.1927
2275.0,-26.1297
2280.0,-25.9935
2285.0,-25.9198
2290.0,-25.8437
2295.0,-25.7576
2300.0,-25.6791
2305.0,-25.5926
2310.0,-25.4653
2315.0,-25.3898
2320.0,-25.3073
2325.0,-25.2146
2330.0,-25.1272
2335.0,-25.0391
2340.0,-24.9542
2345.0,-24.861
2350.0,-24.7774
2355.0,-24.6515
2360.0,-24.5614
2365.0,-24.462
2370.0,-24.3792
2375.0,-24.2928
2380.0,-24.211
2385.0,-24.0432
2390.0,-23.9715
2395.0,-23.8924
2400.0,-23.7996
2405.0,-23.7035
2410.0,-23.6041
2415.0,-23.5346
2420.0,-23.3638
2425.0,-23.2859
2430.0,-23.1904
2435.0,-23.0907
2440.0,-22.9894
2445.0,-22.9237
2450.0,-22.7461
2455.0,-22.6641
2460.0,-22.569
2465.0,-22.4666
2470.0,-22.368
2475.0,-22.2919
2480.0,-22.0998
2485.0,-22.0374
2490.0,-21.9294
2495.0,-21.8234
2500.0,-21.7211
2505.0,-21.6272
2510.0,-21.5436
2515.0,-21.3685
2520.0,-21.2742
2525.0,-21.1679
2530.0,-21.0651
2535.0,-20.9706
2540.0,-20.7907
2545.0,-20.7094
2550.0,-20.6115
2555.0,-20.5055
2560.0,-20.3958
2565.0,-20.2791
2570.0,-20.1692
2575.0,-20.0539
2580.0,-19.9869
2585.0,-19.7904
2590.0,-19.6998
2595.0,-19.5883
2600.0,-19.4764
2605.0,-19.3522
2610.0,-19.2558
2615.0,-19.1791
2620.0,-18.9908
2625.0,-18.8892
2630.0,-18.7832
2635.0,-18.6762
2640.0,-18.5236
2645.0,-18.4261
2650.0,-18.307
2655.0,-18.194
2660.0,-18.0137
2665.0,-17.9318
2670.0,-17.8157
2675.0,-17.6998
2680.0,-17.5839
2685.0,-17.4669
2690.0,-17.3404
2695.0,-17.2508
2700.0,-17.0457
2705.0,-16.9616
2710.0,-16.8458
2715.0,-16.7292
2720.0,-16.6092
2725.0,-16.4995
2730.0,-16.3583
2735.0,-16.2411
2740.0,-16.1655
2745.0,-15.9595
2750.0,-15.862
2755.0,-15.7391
2760.0,-15.6172
2765.0,-15.506
2770.0,-15.3406
2775.0,-15.2346
2780.0,-15.1116
2785.0,-15.0158
2790.0,-14.8204
2795.0,-14.72
2800.0,-14.6205
2805.0,-14.4534
2810.0,-14.3359
2815.0,-14.2124
2820.0,-14.103
2825.0,-13.9675
2830.0,-13.8219
2835.0,-13.7082
2840.0,-13.5932
2845.0,-13.399
2850.0,-13.3051
2855.0,-13.1908
2860.0,-13.0945
2865.0,-12.8955
2870.0,-12.7986
2875.0,-12.6866
2880.0,-12.4925
2885.0,-12.3988
2890.0,-12.284
2895.0,-12.1768
2900.0,-11.9764
2905.0,-11.8602
2910.0,-11.7493
2915.0,-11.6358
2920.0,-11.4454
2925.0,-11.3763
2930.0,-11.2075
2935.0,-11.1011
2940.0,-10.9118
2945.0,-10.8191
2950.0,-10.7257
2955.0,-10.501
2960.0,-10.4565
2965.0,-10.2542
2970.0,-10.1471
2975.0,-10.0599
2980.0,-9.8615
2985.0,-9.7577
2990.0,-9.6111
2995.0,-9.4457
3000.0,-9.3471
3005.0,-9.2184
3010.0,-9.0262
3015.0,-8.9272
3020.0,-8.812
3025.0,-8.6787
3028.57,-8.5687
